seed,w_wnn_close_res,w_mean_dist_all,w_ships,reward_our,reward_sub,win,draw,steps,ships_our_final,ships_sub_final,ships_diff,match_time_sec,round
4018,0.8,-0.2,-0.5,-1,1,0,0,160,0,619,-619,15.7,4
4014,0.8,-0.2,-0.5,-1,1,0,0,238,0,1235,-1235,26.6,4
4023,0.8,-0.2,-0.5,-1,1,0,0,145,0,538,-538,6.6,4
4019,0.8,-0.2,-0.5,1,-1,1,0,172,3054,0,3054,18.1,4
4022,0.8,-0.2,-0.5,-1,1,0,0,157,0,1072,-1072,19.5,4
4021,0.8,-0.2,-0.5,-1,1,0,0,194,0,2020,-2020,26.6,4
4025,0.8,-0.2,-0.5,1,-1,1,0,177,4773,0,4773,13.0,4
4024,0.8,-0.2,-0.5,-1,1,0,0,191,0,1336,-1336,27.0,4
4028,0.8,-0.2,-0.5,1,-1,1,0,167,3438,0,3438,11.2,4
4020,0.8,-0.2,-0.5,1,-1,1,0,319,6188,0,6188,40.5,4
4029,0.8,-0.2,-0.5,1,-1,1,0,133,3561,0,3561,8.9,4
4026,0.8,-0.2,-0.5,1,-1,1,0,243,6419,0,6419,26.6,4
4001,1.0,-0.6,-0.1,1,-1,1,0,147,4211,0,4211,13.3,4
4002,1.0,-0.6,-0.1,-1,1,0,0,113,0,395,-395,8.2,4
4027,0.8,-0.2,-0.5,1,-1,1,0,232,2932,0,2932,29.1,4
4000,1.0,-0.6,-0.1,-1,1,0,0,160,0,528,-528,17.9,4
4005,1.0,-0.6,-0.1,-1,1,0,0,112,0,571,-571,6.2,4
4007,1.0,-0.6,-0.1,-1,1,0,0,124,0,592,-592,10.0,4
4008,1.0,-0.6,-0.1,-1,1,0,0,124,0,623,-623,9.8,4
4004,1.0,-0.6,-0.1,-1,1,0,0,175,0,1892,-1892,18.4,4
4003,1.0,-0.6,-0.1,-1,1,0,0,194,0,949,-949,24.9,4
4006,1.0,-0.6,-0.1,-1,1,0,0,188,0,608,-608,19.2,4
4009,1.0,-0.6,-0.1,-1,1,0,0,141,0,584,-584,10.6,4
4013,1.0,-0.6,-0.1,1,-1,1,0,145,1135,0,1135,5.5,4
4011,1.0,-0.6,-0.1,1,-1,1,0,175,2563,0,2563,11.5,4
4012,1.0,-0.6,-0.1,1,-1,1,0,176,3300,0,3300,10.3,4
4016,1.0,-0.6,-0.1,1,-1,1,0,143,2786,0,2786,3.6,4
4014,1.0,-0.6,-0.1,-1,1,0,0,146,0,1879,-1879,9.6,4
4017,1.0,-0.6,-0.1,-1,1,0,0,131,0,882,-882,6.8,4
4015,1.0,-0.6,-0.1,1,-1,1,0,147,2259,0,2259,12.9,4
4019,1.0,-0.6,-0.1,1,-1,1,0,175,2154,0,2154,9.0,4
4010,1.0,-0.6,-0.1,1,-1,1,0,296,2272,0,2272,28.7,4
4021,1.0,-0.6,-0.1,1,-1,1,0,127,2443,0,2443,8.6,4
4018,1.0,-0.6,-0.1,1,-1,1,0,192,4764,0,4764,16.4,4
4022,1.0,-0.6,-0.1,1,-1,1,0,122,4024,0,4024,7.0,4
4020,1.0,-0.6,-0.1,-1,1,0,0,131,0,648,-648,14.7,4
4026,1.0,-0.6,-0.1,-1,1,0,0,179,0,660,-660,10.1,4
4025,1.0,-0.6,-0.1,-1,1,0,0,175,0,780,-780,15.1,4
4023,1.0,-0.6,-0.1,-1,1,0,0,267,0,1243,-1243,25.9,4
4028,1.0,-0.6,-0.1,1,-1,1,0,179,2283,0,2283,10.7,4
4027,1.0,-0.6,-0.1,-1,1,0,0,158,0,4191,-4191,19.7,4
4024,1.0,-0.6,-0.1,-1,1,0,0,198,0,1196,-1196,24.4,4
4029,1.0,-0.6,-0.1,-1,1,0,0,161,0,457,-457,13.1,4
4002,0.8,-0.4,-0.5,-1,1,0,0,126,0,604,-604,14.2,4
4000,0.8,-0.4,-0.5,-1,1,0,0,187,0,792,-792,16.2,4
4003,0.8,-0.4,-0.5,1,-1,1,0,204,1945,0,1945,14.6,4
4001,0.8,-0.4,-0.5,1,-1,1,0,190,4607,0,4607,17.6,4
4007,0.8,-0.4,-0.5,1,-1,1,0,99,2917,0,2917,5.2,4
4005,0.8,-0.4,-0.5,1,-1,1,0,153,2278,0,2278,7.9,4
4006,0.8,-0.4,-0.5,-1,1,0,0,146,0,581,-581,11.8,4
4010,0.8,-0.4,-0.5,-1,1,0,0,111,0,1013,-1013,7.8,4
4004,0.8,-0.4,-0.5,-1,1,0,0,206,0,1382,-1382,23.8,4
4008,0.8,-0.4,-0.5,-1,1,0,0,127,0,3090,-3090,14.5,4
4009,0.8,-0.4,-0.5,1,-1,1,0,187,4202,0,4202,13.0,4
4012,0.8,-0.4,-0.5,1,-1,1,0,121,5175,0,5175,12.4,4
4011,0.8,-0.4,-0.5,1,-1,1,0,157,4219,0,4219,15.0,4
4013,0.8,-0.4,-0.5,-1,1,0,0,183,0,825,-825,18.0,4
4015,0.8,-0.4,-0.5,-1,1,0,0,143,0,736,-736,15.0,4
4014,0.8,-0.4,-0.5,1,-1,1,0,215,4124,0,4124,19.2,4
4016,0.8,-0.4,-0.5,1,-1,1,0,177,5004,0,5004,12.4,4
4017,0.8,-0.4,-0.5,1,-1,1,0,248,3636,0,3636,16.9,4
4020,0.8,-0.4,-0.5,1,-1,1,0,150,4423,0,4423,11.6,4
4018,0.8,-0.4,-0.5,1,-1,1,0,169,4375,0,4375,15.6,4
4021,0.8,-0.4,-0.5,1,-1,1,0,175,3441,0,3441,10.9,4
4024,0.8,-0.4,-0.5,1,-1,1,0,98,1664,0,1664,5.0,4
4022,0.8,-0.4,-0.5,-1,1,0,0,180,0,615,-615,12.5,4
4026,0.8,-0.4,-0.5,1,-1,1,0,106,2516,0,2516,5.1,4
4023,0.8,-0.4,-0.5,1,-1,1,0,186,6763,0,6763,16.2,4
4019,0.8,-0.4,-0.5,-1,1,0,0,226,0,1327,-1327,30.3,4
4027,0.8,-0.4,-0.5,-1,1,0,0,121,0,2326,-2326,10.7,4
4028,0.8,-0.4,-0.5,-1,1,0,0,156,0,515,-515,9.9,4
4029,0.8,-0.4,-0.5,-1,1,0,0,123,0,581,-581,10.3,4
4000,0.8,-0.8,-0.7,-1,1,0,0,215,0,524,-524,14.6,4
4025,0.8,-0.4,-0.5,-1,1,0,0,199,0,549,-549,29.2,4
4001,0.8,-0.8,-0.7,1,-1,1,0,151,2458,0,2458,15.8,4
4003,0.8,-0.8,-0.7,-1,1,0,0,168,0,2220,-2220,11.6,4
4002,0.8,-0.8,-0.7,-1,1,0,0,178,0,1337,-1337,17.5,4
4005,0.8,-0.8,-0.7,-1,1,0,0,134,0,529,-529,11.2,4
4006,0.8,-0.8,-0.7,-1,1,0,0,180,0,490,-490,11.1,4
4010,0.8,-0.8,-0.7,1,-1,1,0,151,4396,0,4396,11.1,4
4008,0.8,-0.8,-0.7,-1,1,0,0,169,0,3212,-3212,18.6,4
4007,0.8,-0.8,-0.7,-1,1,0,0,175,0,920,-920,21.2,4
4004,0.8,-0.8,-0.7,1,-1,1,0,244,7522,0,7522,29.6,4
4009,0.8,-0.8,-0.7,1,-1,1,0,161,3574,0,3574,19.9,4
4012,0.8,-0.8,-0.7,-1,1,0,0,164,0,654,-654,11.1,4
4014,0.8,-0.8,-0.7,-1,1,0,0,124,0,652,-652,10.8,4
4015,0.8,-0.8,-0.7,-1,1,0,0,176,0,878,-878,11.0,4
4013,0.8,-0.8,-0.7,-1,1,0,0,167,0,1926,-1926,16.5,4
4017,0.8,-0.8,-0.7,1,-1,1,0,141,3050,0,3050,7.3,4
4011,0.8,-0.8,-0.7,-1,1,0,0,162,0,1244,-1244,21.9,4
4019,0.8,-0.8,-0.7,1,-1,1,0,145,2692,0,2692,6.2,4
4018,0.8,-0.8,-0.7,1,-1,1,0,180,4608,0,4608,15.6,4
4020,0.8,-0.8,-0.7,1,-1,1,0,145,4418,0,4418,10.6,4
4022,0.8,-0.8,-0.7,-1,1,0,0,141,0,983,-983,11.6,4
4016,0.8,-0.8,-0.7,-1,1,0,0,221,0,6152,-6152,29.1,4
4023,0.8,-0.8,-0.7,-1,1,0,0,181,0,544,-544,15.9,4
4026,0.8,-0.8,-0.7,1,-1,1,0,147,2445,0,2445,7.9,4
4024,0.8,-0.8,-0.7,1,-1,1,0,219,2773,0,2773,19.9,4
4028,0.8,-0.8,-0.7,1,-1,1,0,127,3286,0,3286,8.5,4
4025,0.8,-0.8,-0.7,1,-1,1,0,255,6296,0,6296,21.4,4
4021,0.8,-0.8,-0.7,-1,1,0,0,262,0,2867,-2867,35.8,4
4029,0.8,-0.8,-0.7,-1,1,0,0,112,0,1870,-1870,6.4,4
4001,0.8,-0.6,-0.7,-1,1,0,0,101,0,627,-627,6.1,4
4000,0.8,-0.6,-0.7,-1,1,0,0,136,0,1405,-1405,6.8,4
4003,0.8,-0.6,-0.7,1,-1,1,0,172,3863,0,3863,7.5,4
4027,0.8,-0.8,-0.7,1,-1,1,0,207,4411,0,4411,22.2,4
4002,0.8,-0.6,-0.7,1,-1,1,0,225,3062,0,3062,16.9,4
4006,0.8,-0.6,-0.7,1,-1,1,0,217,6253,0,6253,11.0,4
4007,0.8,-0.6,-0.7,-1,1,0,0,140,0,1559,-1559,8.9,4
4005,0.8,-0.6,-0.7,-1,1,0,0,178,0,3272,-3272,18.0,4
4009,0.8,-0.6,-0.7,-1,1,0,0,99,0,558,-558,6.0,4
4011,0.8,-0.6,-0.7,1,-1,1,0,99,3379,0,3379,6.7,4
4004,0.8,-0.6,-0.7,1,-1,1,0,259,4405,0,4405,28.7,4
4008,0.8,-0.6,-0.7,1,-1,1,0,292,1694,0,1694,18.4,4
4012,0.8,-0.6,-0.7,-1,1,0,0,149,0,2687,-2687,16.2,4
4013,0.8,-0.6,-0.7,-1,1,0,0,142,0,819,-819,13.6,4
4014,0.8,-0.6,-0.7,-1,1,0,0,148,0,619,-619,11.9,4
4010,0.8,-0.6,-0.7,1,-1,1,0,228,2909,0,2909,25.5,4
4016,0.8,-0.6,-0.7,1,-1,1,0,153,3685,0,3685,11.6,4
4018,0.8,-0.6,-0.7,-1,1,0,0,131,0,457,-457,7.5,4
4019,0.8,-0.6,-0.7,1,-1,1,0,147,5335,0,5335,7.5,4
4021,0.8,-0.6,-0.7,-1,1,0,0,162,0,3673,-3673,9.7,4
4020,0.8,-0.6,-0.7,1,-1,1,0,228,4208,0,4208,12.5,4
4017,0.8,-0.6,-0.7,-1,1,0,0,185,0,1741,-1741,24.0,4
4015,0.8,-0.6,-0.7,-1,1,0,0,234,0,1370,-1370,34.4,4
4025,0.8,-0.6,-0.7,-1,1,0,0,111,0,318,-318,4.4,4
4024,0.8,-0.6,-0.7,-1,1,0,0,130,0,700,-700,8.6,4
4022,0.8,-0.6,-0.7,1,-1,1,0,229,2664,0,2664,22.6,4
4026,0.8,-0.6,-0.7,1,-1,1,0,157,3609,0,3609,13.3,4
4027,0.8,-0.6,-0.7,-1,1,0,0,131,0,689,-689,11.3,4
4023,0.8,-0.6,-0.7,-1,1,0,0,175,0,2713,-2713,25.8,4
4028,0.8,-0.6,-0.7,1,-1,1,0,158,3864,0,3864,15.7,4
4029,0.8,-0.6,-0.7,1,-1,1,0,216,4737,0,4737,23.3,4
